@timestamp,log_source,host_name,user_name,source_ip,process_name,event_type,mse,threshold,is_alert,confidence,confidence_level,top_features,top_feat,split,role
2026-08-04 12:23:42.077000+00:00,auth,ASUS-X415JA,,,ipsec_starter,ipsec_starter,2.4612818,11.108546713637551,0,0.222,low,"event_type_seq=4.3, ip_is_external=0.9, geo_rarity=0.1",event_type_seq,test,alert
2026-08-04 12:23:42.200000+00:00,auth,ASUS-X415JA,,,ipsec_starter,ipsec_starter,4.329079,11.108546713637551,0,0.39,low,"event_type_seq=6.3, ip_is_external=0.4, geo_rarity=0.0",event_type_seq,test,alert
2026-08-04 17:44:42.526000+00:00,auth,ASUS-X415JA,,,ipsec_starter,ipsec_starter,1.8761544,11.108546713637551,0,0.169,low,"inter_arrival_log=3.7, user_rarity=0.1, event_type_seq=0.1",inter_arrival_log,test,alert
2026-08-04 17:44:42.647000+00:00,auth,ASUS-X415JA,,,ipsec_starter,ipsec_starter,0.33162096,11.108546713637551,0,0.03,low,"ip_is_external=0.8, is_fail=0.5, inter_arrival_log=0.3",ip_is_external,test,alert
2026-08-04 07:58:35.905000+00:00,auth,ASUS-X415JA,hala-hamza,,pkexec,pkexec,10.848563,11.108546713637551,0,0.977,low,"event_type_seq=12.8, is_fail=0.5, msg_length_log=0.4",event_type_seq,test,alert
2026-08-04 07:58:35.906000+00:00,auth,ASUS-X415JA,,,pkexec,pkexec,0.43522927,11.108546713637551,0,0.039,low,"msg_length_log=0.8, inter_arrival_log=0.6, is_fail=0.5",msg_length_log,test,alert
2026-08-04 12:46:01.983000+00:00,auth,ASUS-X415JA,hala-hamza,,pkexec,pkexec,1.8409424,11.108546713637551,0,0.166,low,"inter_arrival_log=3.6, user_rarity=0.5, is_fail=0.5",inter_arrival_log,test,alert
2026-08-04 12:46:01.987000+00:00,auth,ASUS-X415JA,,,pkexec,pkexec,0.36783537,11.108546713637551,0,0.033,low,"inter_arrival_log=0.8, user_rarity=0.5, is_fail=0.5",inter_arrival_log,test,alert
2026-08-04 17:49:27.409000+00:00,auth,ASUS-X415JA,hala-hamza,,pkexec,pkexec,0.41819704,11.108546713637551,0,0.038,low,"inter_arrival_log=1.1, event_type_seq=0.5, user_rarity=0.4",inter_arrival_log,test,alert
2026-08-04 17:49:27.413000+00:00,auth,ASUS-X415JA,,,pkexec,pkexec,0.35088545,11.108546713637551,0,0.032,low,"inter_arrival_log=0.6, user_rarity=0.5, is_fail=0.5",inter_arrival_log,test,alert
2026-08-04 12:23:26.610000+00:00,auth,ASUS-X415JA,,,polkitd,polkitd,10.494788,11.108546713637551,0,0.945,low,"event_type_seq=12.4, user_rarity=0.4, is_fail=0.4",event_type_seq,test,alert
2026-08-04 12:23:26.611000+00:00,auth,ASUS-X415JA,,,polkitd,polkitd,0.91334295,11.108546713637551,0,0.082,low,"event_type_seq=2.1, inter_arrival_log=1.2, ip_is_external=0.2",event_type_seq,test,alert
2026-08-04 12:23:32.361000+00:00,auth,ASUS-X415JA,,,polkitd,polkitd,0.59354734,11.108546713637551,0,0.053,low,"msg_length_log=1.8, event_type_seq=0.3, ip_is_external=0.2",msg_length_log,test,alert
